protein1 protein2 experimental database textmining combined_score
224308.BSU39270 224308.BSU38070 253 0 213 386
224308.BSU39270 224308.BSU06130 261 0 0 261
224308.BSU39270 224308.BSU28740 227 0 0 226
224308.BSU39270 224308.BSU13890 968 0 342 978
224308.BSU39270 224308.BSU08200 536 0 300 661
224308.BSU39270 224308.BSU34740 243 0 303 449
224308.BSU39270 224308.BSU01680 536 0 300 661
224308.BSU39270 224308.BSU07800 536 0 300 661
224308.BSU39270 224308.BSU12000 253 0 358 499
224308.BSU39270 224308.BSU38050 536 0 300 661
224308.BSU39290 224308.BSU14230 529 0 0 529
224308.BSU39290 224308.BSU29320 543 0 200 618
224308.BSU39290 224308.BSU21900 192 0 0 192
224308.BSU39290 224308.BSU32770 529 0 0 529
224308.BSU39290 224308.BSU14620 529 0 0 529
224308.BSU39300 224308.BSU06811 325 0 0 325
224308.BSU39350 224308.BSU07250 0 0 197 197
224308.BSU39350 224308.BSU27160 0 0 197 197
224308.BSU39350 224308.BSU34880 0 0 232 231
224308.BSU39380 224308.BSU14180 220 0 0 220
224308.BSU39380 224308.BSU30320 252 0 0 252
224308.BSU39400 224308.BSU39940 176 0 0 175
224308.BSU39400 224308.BSU19630 0 900 0 900
224308.BSU39400 224308.BSU23490 0 900 0 900
224308.BSU39420 224308.BSU03910 220 0 103 270
224308.BSU39420 224308.BSU39760 220 0 103 270
224308.BSU39420 224308.BSU39860 220 0 103 270
224308.BSU39420 224308.BSU19310 220 0 103 270
224308.BSU39420 224308.BSU19220 193 0 0 193
224308.BSU39420 224308.BSU38830 220 0 103 270
224308.BSU39420 224308.BSU03210 220 0 103 270
224308.BSU39420 224308.BSU23020 193 0 0 193
224308.BSU39420 224308.BSU07350 220 0 103 270
224308.BSU39420 224308.BSU02470 220 0 103 270
224308.BSU39420 224308.BSU31060 220 0 103 270
224308.BSU39420 224308.BSU37780 220 0 103 270
224308.BSU39420 224308.BSU37960 220 0 103 270
224308.BSU39480 224308.BSU23970 434 0 60 445
224308.BSU39480 224308.BSU29360 246 0 60 260
224308.BSU39480 224308.BSU03600 246 0 60 260
224308.BSU39480 224308.BSU29350 246 0 60 260
224308.BSU39480 224308.BSU03370 246 0 60 260
224308.BSU39480 224308.BSU27450 246 0 60 260
224308.BSU39480 224308.BSU39490 246 800 60 845
224308.BSU39480 224308.BSU27460 246 0 60 260
224308.BSU39480 224308.BSU39500 0 900 64 902
224308.BSU39490 224308.BSU27430 246 0 60 260
224308.BSU39490 224308.BSU01450 0 360 0 360
224308.BSU39490 224308.BSU30760 0 360 0 360
224308.BSU39490 224308.BSU33810 0 360 0 360
224308.BSU39490 224308.BSU30740 0 360 0 360
224308.BSU39490 224308.BSU08330 0 360 0 360
224308.BSU39490 224308.BSU03370 0 360 0 360
224308.BSU39490 224308.BSU02990 0 360 0 360
224308.BSU39490 224308.BSU27450 0 360 0 360
224308.BSU39490 224308.BSU32550 0 360 0 360
224308.BSU39490 224308.BSU08320 0 360 0 360
224308.BSU39490 224308.BSU34150 0 360 0 360
224308.BSU39490 224308.BSU02870 0 360 0 360
224308.BSU39490 224308.BSU39500 0 800 66 805
224308.BSU39490 224308.BSU40150 0 360 0 360
224308.BSU39490 224308.BSU27460 0 360 0 360
224308.BSU39490 224308.BSU13220 0 360 0 360
224308.BSU39490 224308.BSU03590 246 0 60 260
224308.BSU39490 224308.BSU35710 46 360 0 363
224308.BSU39490 224308.BSU03600 0 360 0 360
224308.BSU39490 224308.BSU30750 0 360 0 360
224308.BSU39490 224308.BSU39480 246 800 60 845
224308.BSU39490 224308.BSU29350 0 360 0 360
224308.BSU39490 224308.BSU12960 0 360 0 360
224308.BSU39490 224308.BSU34610 0 360 0 360
224308.BSU39490 224308.BSU15340 0 360 0 360
224308.BSU39490 224308.BSU23970 0 360 0 360
224308.BSU39490 224308.BSU29360 0 360 0 360
224308.BSU39490 224308.BSU33710 0 360 0 360
224308.BSU39490 224308.BSU34160 0 360 0 360
224308.BSU39490 224308.BSU38810 0 360 0 360
224308.BSU39490 224308.BSU34080 0 360 0 360
224308.BSU39490 224308.BSU11430 0 360 0 360
224308.BSU39490 224308.BSU02860 0 360 0 360
224308.BSU39490 224308.BSU16320 181 0 0 181
224308.BSU39490 224308.BSU23960 246 0 60 260
224308.BSU39490 224308.BSU03000 0 360 0 360
224308.BSU39490 224308.BSU01460 0 360 0 360
224308.BSU39490 224308.BSU29340 246 0 60 260
224308.BSU39490 224308.BSU34600 0 360 0 360
224308.BSU39500 224308.BSU34860 199 0 0 199
224308.BSU39500 224308.BSU39490 0 800 66 805
224308.BSU39500 224308.BSU39480 0 900 64 902
224308.BSU39510 224308.BSU14010 152 0 0 151
224308.BSU39520 224308.BSU18330 205 0 0 205
224308.BSU39520 224308.BSU03490 205 0 170 311
224308.BSU39520 224308.BSU38500 205 0 0 205
224308.BSU39520 224308.BSU17180 205 0 302 421
224308.BSU39520 224308.BSU31960 205 0 204 340
224308.BSU39520 224308.BSU03480 205 0 103 256
224308.BSU39520 224308.BSU18300 205 0 136 283
224308.BSU39520 224308.BSU03510 205 0 204 340
224308.BSU39520 224308.BSU17210 205 0 303 422
224308.BSU39520 224308.BSU18340 205 0 103 256
224308.BSU39520 224308.BSU18310 205 0 103 256
224308.BSU39520 224308.BSU18320 205 0 103 256
224308.BSU39550 224308.BSU39560 0 0 311 311
224308.BSU39560 224308.BSU39550 0 0 311 311
224308.BSU39580 224308.BSU25210 176 0 0 175
224308.BSU39580 224308.BSU15280 176 0 0 175
224308.BSU39580 224308.BSU24300 176 0 0 175
224308.BSU39610 224308.BSU33300 245 0 84 278
224308.BSU39610 224308.BSU33290 248 0 112 303
224308.BSU39610 224308.BSU33160 248 0 136 322
224308.BSU39610 224308.BSU34860 209 0 0 209
224308.BSU39610 224308.BSU33170 245 0 61 260
224308.BSU39610 224308.BSU08460 245 0 84 278
224308.BSU39610 224308.BSU32940 248 0 112 303
224308.BSU39610 224308.BSU01610 245 0 84 278
224308.BSU39610 224308.BSU07490 248 0 105 298
224308.BSU39610 224308.BSU07510 245 0 83 278
224308.BSU39610 224308.BSU01620 245 0 83 278
224308.BSU39610 224308.BSU07500 245 0 84 278
224308.BSU39610 224308.BSU33310 245 0 83 278
224308.BSU39610 224308.BSU08450 245 0 83 278
224308.BSU39630 224308.BSU33280 284 0 105 331
224308.BSU39630 224308.BSU33270 256 0 64 273
224308.BSU39630 224308.BSU03730 256 0 64 273
224308.BSU39630 224308.BSU30420 256 0 64 273
224308.BSU39630 224308.BSU34700 256 0 103 304
224308.BSU39630 224308.BSU14350 284 0 105 331
224308.BSU39630 224308.BSU30380 256 0 103 304
224308.BSU39630 224308.BSU14360 256 0 64 273
224308.BSU39630 224308.BSU39640 256 0 103 304
224308.BSU39640 224308.BSU14350 252 0 85 286
224308.BSU39640 224308.BSU03740 256 0 64 273
224308.BSU39640 224308.BSU09000 167 0 116 232
224308.BSU39640 224308.BSU23280 191 0 0 191
224308.BSU39640 224308.BSU30370 356 0 104 398
224308.BSU39640 224308.BSU39630 256 0 103 304
224308.BSU39640 224308.BSU04630 475 0 0 475
224308.BSU39640 224308.BSU34690 256 0 103 304
224308.BSU39640 224308.BSU30410 356 0 85 385
224308.BSU39640 224308.BSU33280 252 0 85 286
224308.BSU39640 224308.BSU33260 256 0 64 273
224308.BSU39640 224308.BSU14370 256 0 64 273
224308.BSU39650 224308.BSU26430 228 0 63 245
224308.BSU39650 224308.BSU29110 228 0 0 227
224308.BSU39650 224308.BSU13250 228 0 0 227
224308.BSU39650 224308.BSU09880 248 0 0 248
224308.BSU39650 224308.BSU24030 246 0 0 245
224308.BSU39650 224308.BSU18220 248 0 0 248
224308.BSU39650 224308.BSU32840 248 0 78 277
224308.BSU39650 224308.BSU25470 0 97 105 157
224308.BSU39650 224308.BSU00510 169 0 83 205
224308.BSU39650 224308.BSU08080 246 0 0 245
224308.BSU39650 224308.BSU40410 228 0 0 227
224308.BSU39650 224308.BSU03750 228 0 0 227
224308.BSU39650 224308.BSU33010 228 0 63 245
224308.BSU39650 224308.BSU02000 228 0 0 227
224308.BSU39650 224308.BSU02550 228 0 63 245
224308.BSU39650 224308.BSU30400 228 0 0 227
224308.BSU39650 224308.BSU17170 248 0 0 248
224308.BSU39650 224308.BSU28540 248 0 0 248
224308.BSU39650 224308.BSU31350 199 0 0 199
224308.BSU39650 224308.BSU14010 320 0 211 440
224308.BSU39650 224308.BSU18400 199 0 0 199
224308.BSU39650 224308.BSU34720 228 0 0 227
224308.BSU39650 224308.BSU14600 246 0 0 245
224308.BSU39650 224308.BSU39820 101 114 0 169
224308.BSU39650 224308.BSU14590 173 0 0 173
224308.BSU39650 224308.BSU23120 228 0 0 227
224308.BSU39650 224308.BSU33221 228 0 63 245
224308.BSU39650 224308.BSU08070 173 0 0 173
224308.BSU39650 224308.BSU30340 210 0 188 331
224308.BSU39650 224308.BSU24040 173 0 0 173
224308.BSU39650 224308.BSU17160 248 0 0 248
224308.BSU39650 224308.BSU35960 486 0 105 520
224308.BSU39650 224308.BSU19360 246 0 0 245
224308.BSU39650 224308.BSU39660 228 0 52 236
224308.BSU39660 224308.BSU40400 165 0 61 182
224308.BSU39660 224308.BSU13260 228 0 83 261
224308.BSU39660 224308.BSU39650 228 0 52 236
224308.BSU39660 224308.BSU02560 254 0 67 274
224308.BSU39660 224308.BSU25200 142 0 88 184
224308.BSU39660 224308.BSU31450 228 0 0 227
224308.BSU39660 224308.BSU39820 151 0 0 150
224308.BSU39660 224308.BSU34710 228 0 0 227
224308.BSU39660 224308.BSU23110 165 0 76 195
224308.BSU39660 224308.BSU31600 220 0 0 220
224308.BSU39660 224308.BSU03760 228 0 48 233
224308.BSU39660 224308.BSU01830 220 0 0 220
224308.BSU39660 224308.BSU13420 0 0 167 167
224308.BSU39660 224308.BSU14010 66 0 209 229
224308.BSU39660 224308.BSU36930 0 0 423 422
224308.BSU39660 224308.BSU02010 228 0 48 233
224308.BSU39660 224308.BSU30390 228 0 0 227
224308.BSU39660 224308.BSU33020 228 0 48 233
224308.BSU39660 224308.BSU26420 254 0 67 274
224308.BSU39660 224308.BSU33210 228 0 48 233
224308.BSU39660 224308.BSU29100 165 0 76 195
224308.BSU39660 224308.BSU02440 228 0 0 227
224308.BSU39660 224308.BSU30340 220 0 0 220
224308.BSU39660 224308.BSU37240 399 0 0 398
224308.BSU39670 224308.BSU29660 324 0 0 323
224308.BSU39670 224308.BSU01150 332 0 0 332
224308.BSU39670 224308.BSU01400 321 0 0 321
224308.BSU39670 224308.BSU00990 265 0 0 265
224308.BSU39670 224308.BSU29190 0 0 200 200
224308.BSU39670 224308.BSU33930 202 0 200 334
224308.BSU39670 224308.BSU01330 332 0 0 332
224308.BSU39670 224308.BSU08880 247 0 0 246
224308.BSU39670 224308.BSU01250 265 0 0 265
224308.BSU39670 224308.BSU01440 321 0 0 321
224308.BSU39670 224308.BSU33940 0 0 164 163
224308.BSU39670 224308.BSU01110 265 0 0 265
224308.BSU39670 224308.BSU01410 328 0 0 328
224308.BSU39670 224308.BSU29760 174 0 0 173
224308.BSU39670 224308.BSU15820 321 0 0 321
224308.BSU39670 224308.BSU01230 265 0 0 265
224308.BSU39670 224308.BSU15930 321 0 0 321
224308.BSU39670 224308.BSU01290 247 0 0 246
224308.BSU39670 224308.BSU02530 490 0 0 489
224308.BSU39670 224308.BSU28540 238 0 0 237
224308.BSU39670 224308.BSU18000 321 0 0 321
224308.BSU39670 224308.BSU17170 238 0 0 237
224308.BSU39670 224308.BSU01160 265 0 0 265
224308.BSU39670 224308.BSU29020 0 0 164 163
224308.BSU39670 224308.BSU01100 265 0 0 265
224308.BSU39670 224308.BSU21460 187 0 0 187
224308.BSU39670 224308.BSU01350 265 0 0 265
224308.BSU39670 224308.BSU19330 265 0 0 265
224308.BSU39670 224308.BSU01260 265 0 0 265
224308.BSU39670 224308.BSU01080 207 0 0 207
224308.BSU39670 224308.BSU17160 238 0 0 237
224308.BSU39670 224308.BSU01310 501 0 0 501
224308.BSU39670 224308.BSU01490 265 0 0 265
224308.BSU39670 224308.BSU24900 265 0 0 265
224308.BSU39670 224308.BSU01170 255 0 0 254
224308.BSU39670 224308.BSU16490 265 0 0 265
224308.BSU39670 224308.BSU09880 238 0 0 237
224308.BSU39670 224308.BSU01190 265 0 0 265
224308.BSU39670 224308.BSU16680 265 0 0 265
224308.BSU39670 224308.BSU25020 265 0 0 265
224308.BSU39670 224308.BSU01210 265 0 0 265
224308.BSU39670 224308.BSU15080 321 0 0 321
224308.BSU39670 224308.BSU30180 255 0 0 254
224308.BSU39670 224308.BSU26640 321 0 0 321
224308.BSU39670 224308.BSU28500 187 0 0 187
224308.BSU39670 224308.BSU01300 328 0 0 328
224308.BSU39670 224308.BSU40910 321 0 0 321
224308.BSU39670 224308.BSU38870 321 0 0 321
224308.BSU39670 224308.BSU01500 321 0 0 321
224308.BSU39670 224308.BSU33900 0 0 200 200
224308.BSU39670 224308.BSU01020 321 0 0 321
224308.BSU39670 224308.BSU01280 265 0 0 265
224308.BSU39670 224308.BSU01420 328 0 0 328
224308.BSU39670 224308.BSU16040 321 0 0 321
224308.BSU39670 224308.BSU29840 187 0 0 187
224308.BSU39670 224308.BSU27940 321 0 0 321
224308.BSU39670 224308.BSU05510 187 0 0 187
224308.BSU39670 224308.BSU32840 238 0 0 237
224308.BSU39670 224308.BSU25460 490 0 0 489
224308.BSU39670 224308.BSU37110 0 0 200 200
224308.BSU39670 224308.BSU15990 321 0 0 321
224308.BSU39670 224308.BSU18220 238 0 0 237
224308.BSU39670 224308.BSU07280 255 0 0 254
224308.BSU39670 224308.BSU20030 187 0 0 187
224308.BSU39670 224308.BSU04550 187 0 0 187
224308.BSU39670 224308.BSU30870 255 0 0 254
224308.BSU39700 224308.BSU38200 267 0 106 316
224308.BSU39700 224308.BSU27770 0 900 0 900
224308.BSU39700 224308.BSU34910 158 0 0 157
224308.BSU39730 224308.BSU28310 0 540 0 540
224308.BSU39730 224308.BSU36010 0 540 0 540
224308.BSU39760 224308.BSU17180 110 0 305 355
224308.BSU39760 224308.BSU32840 0 0 174 173
224308.BSU39760 224308.BSU39420 220 0 103 270
224308.BSU39760 224308.BSU39050 184 0 0 183
224308.BSU39780 224308.BSU23360 265 0 0 265
224308.BSU39780 224308.BSU10360 162 64 51 190
224308.BSU39780 224308.BSU22870 160 0 0 159
224308.BSU39780 224308.BSU04170 162 64 51 190
224308.BSU39780 224308.BSU28560 162 64 51 190
224308.BSU39780 224308.BSU15760 255 0 0 254
224308.BSU39780 224308.BSU10270 162 64 51 190
224308.BSU39780 224308.BSU22730 238 0 0 237
224308.BSU39780 224308.BSU18250 162 64 51 190
224308.BSU39780 224308.BSU25460 241 0 0 240
224308.BSU39780 224308.BSU17180 162 64 284 389
224308.BSU39780 224308.BSU02530 241 0 0 240
224308.BSU39780 224308.BSU30790 162 64 51 190
224308.BSU39780 224308.BSU09280 332 0 0 332
224308.BSU39790 224308.BSU07580 176 0 0 175
224308.BSU39810 224308.BSU14400 176 0 0 175
224308.BSU39810 224308.BSU13390 176 0 0 175
224308.BSU39810 224308.BSU03740 176 0 0 175
224308.BSU39810 224308.BSU12890 176 0 0 175
224308.BSU39810 224308.BSU05650 176 0 0 175
224308.BSU39810 224308.BSU09900 176 0 0 175
224308.BSU39810 224308.BSU06710 176 0 0 175
224308.BSU39810 224308.BSU10160 176 0 0 175
224308.BSU39820 224308.BSU15930 0 0 200 200
224308.BSU39820 224308.BSU02010 101 114 0 169
224308.BSU39820 224308.BSU12210 107 0 107 168
224308.BSU39820 224308.BSU17190 161 0 142 249
224308.BSU39820 224308.BSU30400 151 0 0 150
224308.BSU39820 224308.BSU21460 208 0 0 208
224308.BSU39820 224308.BSU39050 0 94 212 255
224308.BSU39820 224308.BSU32770 221 0 168 324
224308.BSU39820 224308.BSU02550 151 0 0 150
224308.BSU39820 224308.BSU15760 65 0 131 152
224308.BSU39820 224308.BSU21590 210 94 170 354
224308.BSU39820 224308.BSU35060 107 0 107 168
224308.BSU39820 224308.BSU10890 153 0 0 152
224308.BSU39820 224308.BSU37240 399 0 0 398
224308.BSU39820 224308.BSU40410 151 0 0 150
224308.BSU39820 224308.BSU22590 474 137 299 653
224308.BSU39820 224308.BSU07250 316 420 211 659
224308.BSU39820 224308.BSU35440 0 0 191 191
224308.BSU39820 224308.BSU28240 474 137 88 549
224308.BSU39820 224308.BSU02100 107 0 107 168
224308.BSU39820 224308.BSU09165 474 137 88 549
224308.BSU39820 224308.BSU37400 0 0 164 163
224308.BSU39820 224308.BSU37460 474 137 88 549
224308.BSU39820 224308.BSU13250 151 0 0 150
224308.BSU39820 224308.BSU29110 151 0 0 150
224308.BSU39820 224308.BSU34710 101 114 0 169
224308.BSU39820 224308.BSU01180 197 0 0 197
224308.BSU39820 224308.BSU32110 0 0 164 163
224308.BSU39820 224308.BSU39110 212 0 134 288
224308.BSU39820 224308.BSU30190 107 0 107 168
224308.BSU39820 224308.BSU02530 428 0 200 522
224308.BSU39820 224308.BSU05550 0 0 164 163
224308.BSU39820 224308.BSU17970 0 0 164 163
224308.BSU39820 224308.BSU39660 151 0 0 150
224308.BSU39820 224308.BSU25140 212 0 134 288
224308.BSU39820 224308.BSU27160 316 420 211 659
224308.BSU39820 224308.BSU33210 101 114 0 169
224308.BSU39820 224308.BSU19010 210 94 170 354
224308.BSU39820 224308.BSU30390 101 114 0 169
224308.BSU39820 224308.BSU02440 101 114 0 169
224308.BSU39820 224308.BSU33221 151 0 0 150
224308.BSU39820 224308.BSU15650 0 0 164 163
224308.BSU39820 224308.BSU14220 0 0 200 200
224308.BSU39820 224308.BSU14230 221 0 168 324
224308.BSU39820 224308.BSU01330 162 0 0 161
224308.BSU39820 224308.BSU19400 0 0 213 213
224308.BSU39820 224308.BSU25830 474 137 88 549
224308.BSU39820 224308.BSU10120 0 0 213 213
224308.BSU39820 224308.BSU22240 0 0 164 163
224308.BSU39820 224308.BSU37290 206 0 136 284
224308.BSU39820 224308.BSU29760 205 0 0 205
224308.BSU39820 224308.BSU25460 428 0 228 539
224308.BSU39820 224308.BSU17210 161 0 298 385
224308.BSU39820 224308.BSU14620 221 0 168 324
224308.BSU39820 224308.BSU04550 208 0 0 208
224308.BSU39820 224308.BSU06680 106 91 0 152
224308.BSU39820 224308.BSU26370 0 0 198 198
224308.BSU39820 224308.BSU16490 220 0 0 220
224308.BSU39820 224308.BSU37090 314 0 0 313
224308.BSU39820 224308.BSU01190 216 0 213 356
224308.BSU39820 224308.BSU17220 0 0 172 171
224308.BSU39820 224308.BSU00090 227 0 0 226
224308.BSU39820 224308.BSU00380 181 0 0 181
224308.BSU39820 224308.BSU23090 153 0 0 152
224308.BSU39820 224308.BSU09650 44 0 164 166
224308.BSU39820 224308.BSU06020 62 0 219 236
224308.BSU39820 224308.BSU33900 61 0 211 227
224308.BSU39820 224308.BSU01230 0 0 224 224
224308.BSU39820 224308.BSU16940 211 0 211 350
224308.BSU39820 224308.BSU01220 203 0 210 343
224308.BSU39820 224308.BSU06140 474 137 88 549
224308.BSU39820 224308.BSU36810 273 0 216 405
224308.BSU39820 224308.BSU32260 170 0 0 169
224308.BSU39820 224308.BSU29020 139 0 200 281
224308.BSU39820 224308.BSU40650 153 0 0 152
224308.BSU39820 224308.BSU33020 101 114 0 169
224308.BSU39820 224308.BSU01150 207 0 0 207
224308.BSU39820 224308.BSU01120 57 0 232 244
224308.BSU39820 224308.BSU02000 151 0 0 150
224308.BSU39820 224308.BSU34810 474 137 88 549
224308.BSU39820 224308.BSU33010 151 0 0 150
224308.BSU39820 224308.BSU03750 151 0 0 150
224308.BSU39820 224308.BSU17420 200 582 212 713
224308.BSU39820 224308.BSU40090 0 0 200 200
224308.BSU39820 224308.BSU05010 474 137 88 549
224308.BSU39820 224308.BSU23360 421 808 226 906
224308.BSU39820 224308.BSU29140 0 0 170 169
224308.BSU39820 224308.BSU17180 223 0 305 436
224308.BSU39820 224308.BSU04310 474 137 88 549
224308.BSU39820 224308.BSU33440 67 420 67 451
224308.BSU39820 224308.BSU29840 208 0 0 208
224308.BSU39820 224308.BSU29710 239 752 212 838
224308.BSU39820 224308.BSU39650 101 114 0 169
224308.BSU39820 224308.BSU25470 855 793 218 974
224308.BSU39820 224308.BSU17200 161 0 283 372
224308.BSU39820 224308.BSU31450 101 114 0 169
224308.BSU39820 224308.BSU40300 474 137 88 549
224308.BSU39820 224308.BSU04580 212 0 134 288
224308.BSU39820 224308.BSU01320 64 0 165 185
224308.BSU39820 224308.BSU03760 101 114 0 169
224308.BSU39820 224308.BSU16680 207 0 0 207
224308.BSU39820 224308.BSU17230 107 0 107 168
224308.BSU39820 224308.BSU28430 434 0 0 434
224308.BSU39820 224308.BSU37310 206 0 136 284
224308.BSU39820 224308.BSU26430 151 0 0 150
224308.BSU39820 224308.BSU19260 0 0 164 163
224308.BSU39820 224308.BSU28500 208 0 0 208
224308.BSU39820 224308.BSU03270 0 0 164 163
224308.BSU39820 224308.BSU27560 250 0 0 250
224308.BSU39820 224308.BSU25660 223 0 0 223
224308.BSU39820 224308.BSU23860 0 0 167 167
224308.BSU39820 224308.BSU27490 474 137 88 549
224308.BSU39820 224308.BSU03770 474 137 88 549
224308.BSU39820 224308.BSU01370 0 0 198 198
224308.BSU39820 224308.BSU36830 244 0 0 243
224308.BSU39820 224308.BSU02820 474 137 88 549
224308.BSU39820 224308.BSU09440 0 0 170 169
224308.BSU39820 224308.BSU33940 139 0 200 281
224308.BSU39820 224308.BSU05510 208 0 0 208
224308.BSU39820 224308.BSU23120 151 0 0 150
224308.BSU39820 224308.BSU13260 101 114 0 169
224308.BSU39820 224308.BSU06030 308 0 219 436
224308.BSU39820 224308.BSU26740 107 0 107 168
224308.BSU39820 224308.BSU20030 208 0 0 208
224308.BSU39820 224308.BSU34790 0 0 181 181
224308.BSU39820 224308.BSU22950 0 0 164 163
224308.BSU39820 224308.BSU34720 151 0 0 150
224308.BSU39820 224308.BSU17500 210 94 170 354
224308.BSU39820 224308.BSU16090 0 0 213 213
224308.BSU39820 224308.BSU24140 0 0 170 169
224308.BSU39820 224308.BSU07430 212 0 134 288
224308.BSU39820 224308.BSU40080 0 0 167 167
224308.BSU39840 224308.BSU00090 202 0 0 202
224308.BSU39840 224308.BSU17220 171 0 0 171
224308.BSU39840 224308.BSU17500 211 78 0 241
224308.BSU39840 224308.BSU22540 218 0 0 218
224308.BSU39840 224308.BSU17120 185 0 0 185
224308.BSU39840 224308.BSU17140 207 0 48 212
224308.BSU39840 224308.BSU17210 209 0 0 209
224308.BSU39840 224308.BSU17200 171 0 0 171
224308.BSU39840 224308.BSU17100 185 0 0 185
224308.BSU39840 224308.BSU32840 108 0 111 173
224308.BSU39840 224308.BSU17180 244 0 270 424
224308.BSU39840 224308.BSU23360 251 0 0 250
224308.BSU39840 224308.BSU09910 230 0 0 229
224308.BSU39840 224308.BSU15900 185 0 0 185
224308.BSU39840 224308.BSU11340 207 0 48 212
224308.BSU39840 224308.BSU19940 230 0 0 229
224308.BSU39840 224308.BSU21590 211 78 0 241
224308.BSU39840 224308.BSU36370 192 0 0 192
224308.BSU39840 224308.BSU19010 211 78 0 241
224308.BSU39840 224308.BSU34660 218 0 0 218
224308.BSU39840 224308.BSU22550 218 0 0 218
224308.BSU39840 224308.BSU28420 178 0 0 177
224308.BSU39840 224308.BSU01580 218 0 0 218
224308.BSU39840 224308.BSU18040 178 0 0 177
224308.BSU39840 224308.BSU10640 230 0 0 229
224308.BSU39840 224308.BSU04030 192 0 0 192
224308.BSU39850 224308.BSU00090 166 0 0 165
224308.BSU39860 224308.BSU39050 184 0 0 183
224308.BSU39860 224308.BSU39420 220 0 103 270
224308.BSU39860 224308.BSU32840 0 0 174 173
224308.BSU39860 224308.BSU17180 110 0 305 355
224308.BSU39870 224308.BSU14010 152 0 0 151
224308.BSU39870 224308.BSU10770 176 0 0 175
224308.BSU39880 224308.BSU01230 822 0 0 822
224308.BSU39890 224308.BSU34860 159 0 0 158
224308.BSU39890 224308.BSU35060 224 0 0 224
224308.BSU39890 224308.BSU17230 224 0 0 224
224308.BSU39890 224308.BSU27160 224 0 0 224
224308.BSU39890 224308.BSU26740 224 0 0 224
224308.BSU39890 224308.BSU02100 224 0 0 224
224308.BSU39890 224308.BSU07250 224 0 0 224
224308.BSU39890 224308.BSU30190 224 0 0 224
224308.BSU39890 224308.BSU12210 224 0 0 224
224308.BSU39920 224308.BSU23580 0 900 0 900
224308.BSU39920 224308.BSU00920 52 0 167 176
224308.BSU39920 224308.BSU10790 0 900 0 900
224308.BSU39920 224308.BSU27410 201 0 0 201
224308.BSU39920 224308.BSU02690 0 900 0 900
224308.BSU39920 224308.BSU15430 195 0 0 195
224308.BSU39920 224308.BSU30540 0 900 0 900
224308.BSU39940 224308.BSU00330 176 0 0 175
224308.BSU39940 224308.BSU09180 176 0 0 175
224308.BSU39940 224308.BSU06610 176 0 0 175
224308.BSU39940 224308.BSU34160 321 0 0 321
224308.BSU39940 224308.BSU09950 173 0 200 310
224308.BSU39940 224308.BSU03790 176 0 0 175
224308.BSU39940 224308.BSU00720 173 0 200 310
224308.BSU39940 224308.BSU39400 176 0 0 175
224308.BSU39940 224308.BSU00890 176 0 0 175
224308.BSU39940 224308.BSU06710 176 0 0 175
224308.BSU39940 224308.BSU13740 176 0 0 175
224308.BSU39940 224308.BSU29090 176 0 0 175
224308.BSU39940 224308.BSU34610 321 0 0 321
224308.BSU39940 224308.BSU21350 176 0 0 175
224308.BSU39960 224308.BSU23260 202 0 0 202
224308.BSU39980 224308.BSU19050 216 0 0 216
224308.BSU39980 224308.BSU01640 183 0 0 183
224308.BSU39990 224308.BSU00090 166 0 0 165
224308.BSU40000 224308.BSU22050 178 0 116 242
224308.BSU40000 224308.BSU07270 198 0 0 198
224308.BSU40010 224308.BSU36260 399 0 0 398
224308.BSU40010 224308.BSU25560 176 0 0 175
224308.BSU40010 224308.BSU23220 176 0 0 175
224308.BSU40050 224308.BSU37000 209 0 0 209
224308.BSU40060 224308.BSU13900 226 0 0 225
224308.BSU40060 224308.BSU34740 226 0 0 225
224308.BSU40080 224308.BSU23850 198 0 200 330
224308.BSU40080 224308.BSU35020 0 0 164 163
224308.BSU40080 224308.BSU25730 0 900 0 900
224308.BSU40080 224308.BSU39820 0 0 167 167
224308.BSU40080 224308.BSU38920 169 0 0 169
224308.BSU40080 224308.BSU25470 0 0 200 200
224308.BSU40080 224308.BSU23910 169 0 0 169
224308.BSU40080 224308.BSU02360 0 0 164 163
224308.BSU40080 224308.BSU23860 0 900 0 900
224308.BSU40090 224308.BSU39050 333 0 229 463
224308.BSU40090 224308.BSU29020 49 0 164 170
224308.BSU40090 224308.BSU32770 467 0 124 513
224308.BSU40090 224308.BSU36810 77 0 200 230
224308.BSU40090 224308.BSU01130 0 0 200 200
224308.BSU40090 224308.BSU23360 53 0 192 202
224308.BSU40090 224308.BSU05110 210 0 76 238
224308.BSU40090 224308.BSU01120 0 0 200 200
224308.BSU40090 224308.BSU40100 0 900 440 941
224308.BSU40090 224308.BSU25470 246 0 200 371
224308.BSU40090 224308.BSU10390 0 0 254 254
224308.BSU40090 224308.BSU32110 308 0 0 307
224308.BSU40090 224308.BSU33500 0 0 257 256
224308.BSU40090 224308.BSU27020 210 0 76 238
224308.BSU40090 224308.BSU38870 0 0 169 169
224308.BSU40090 224308.BSU29740 526 0 0 526
224308.BSU40090 224308.BSU03270 308 0 0 307
224308.BSU40090 224308.BSU28350 244 0 63 261
224308.BSU40090 224308.BSU18790 210 0 76 238
224308.BSU40090 224308.BSU09290 165 0 0 165
224308.BSU40090 224308.BSU21900 0 0 200 200
224308.BSU40090 224308.BSU05400 0 0 200 200
